"Geneid","SRR1177960.","SRR1177967.","SRR1177968.","SRR1177971.","SRR1177984.","SRR1177985.","SRR1177986.","SRR1178023.","SRR1178049."
"NM_130817",0,0,0,0,0,0,0,0,0
"NM_171992",725,1914,1360,952,3736,2614,3266,1508,880
"NM_130753",0,0,0,0,0,0,0,0,0
"NM_153722",21,4,4,36,34,8,24,2,4
"NM_145088",0,0,0,0,2,2,0,0,0
"NM_001107566",801,1150,1528,1012,1175,699,686,550,696
"NM_001001506",0,2,0,0,0,0,0,0,0
"NM_031586",236,227,264,326,199,180,204,225,232
"NM_001107567",270,345,365,325,271,235,272,242,296
"NM_031559",7051,13753,26688,10270,4890,6866,5435,6433,10260
"NM_033237",0,2,0,6,2,2,0,6,0
"NM_001012069",4,0,2,8,4,6,16,2,0
"NM_001107568",931,924,973,1089,993,1053,1019,1344,1406
"NM_001025683",108,158,78,74,163,142,168,179,148
"NM_017127",7175,5977,2077,2795,1523,2251,1725,5396,5856
"NM_199089",1418,583,514,890,2231,1951,2032,1085,954
"NM_001106322",1318,1182,1486,1487,1044,1037,990,1009,1136
"NM_001108513",614,399,318,518,2089,1712,1925,473,492
"NM_012577",575,155,258,247,410,291,448,566,429
"NM_001134508",6640,2671,3743,5587,1795,2254,2874,3270,4702
"NM_001109498",1709,1451,1086,1599,992,991,1000,1479,1773
"NM_001009603",668,226,422,540,455,492,384,486,438
"NM_001011937",31,27,39,28,12,13,24,9,16
"NM_001008369",633,498,314,466,1093,664,904,457,548
"NM_001006972",3071,3042,3841,3969,2385,2501,2282,2638,2889
"NM_001108926",9,22,33,21,21,18,14,3,16
"NM_001078647",21,3,2,5,2,3,4,1,6
"NM_031527",3531,3361,3330,3166,3700,3334,3375,3005,3229
"NM_001010962",524,375,445,403,364,401,434,550,662
"NM_001081980",22,18,19,25,112,98,78,24,30
"NM_001024289",28,31,21,30,168,98,100,28,34
"NM_019222",1968,1869,1713,2016,3050,2781,2896,1727,1988
"NM_207615",157,116,72,110,118,84,98,131,230
"NM_001013195",1281,848,1099,1120,869,747,783,1168,1350
"NM_001078648",0,0,0,0,0,0,0,0,0
"NM_001012217",334,214,253,332,435,365,337,284,320
"NM_012776",808,903,664,966,1313,1095,1140,757,999
"NM_001108514",17,4,14,12,74,68,73,8,12
"NM_138835",33,10,8,14,48,22,36,14,21
"NM_001106323",870,432,626,696,537,484,486,862,916
"NM_001109521",9,14,13,12,4,0,2,7,2
"NM_001109508",80,75,77,106,69,49,93,76,70
"NM_001100585",363,383,356,335,313,355,328,402,361
"NM_012744",10201,8461,11817,13183,7958,8731,6682,9610,9031
"NM_053425",1174,1290,1275,1785,805,1126,862,1157,1163
"NM_001109527",2,0,0,0,0,0,2,0,0
"NM_001170484",249,376,264,316,295,245,261,347,317
"NM_133388",298,528,289,485,387,368,378,275,329
"NM_001034110",1635,2167,1854,2251,1162,1124,1166,1282,1740
"NM_001007014",215,252,245,246,163,185,238,191,226
"NM_001107569",213,80,172,174,149,144,180,165,250
"NM_001039100",58,42,53,72,59,51,62,76,74
"NM_001127542",70,71,78,107,50,44,57,38,72
"NM_153626",0,0,0,2,0,0,0,0,0
"NM_001006973",636,715,749,677,375,425,429,640,624
"NM_172017",1097,729,790,846,621,769,678,807,866
"NM_001107570",10,42,23,16,63,74,54,28,18
"NM_001109979",2668,1676,1857,1868,1600,1508,1505,2570,2418
"NM_031738",96,180,182,90,109,113,105,124,165
"NM_001106325",18,4,4,24,208,110,138,16,6
"NM_001106324",322,184,317,251,300,288,330,299,332
"NM_001025132",2,2,2,2,6,1,4,1,9
"NM_139038",2,4,4,8,22,20,21,4,4
"NM_001009605",729,675,645,657,664,600,642,691,878
"NM_133566",10,0,0,2,10,2,0,2,4
"NM_001106326",1797,1702,1722,1771,1936,1811,1952,1653,1866
"NM_001024290",0,0,0,0,0,0,0,0,0
"NM_053631",1033,1388,1164,1098,948,956,869,1175,1109
"NM_001025645",83,160,167,132,137,98,87,79,157
"NM_001270736",0,0,0,0,0,0,0,0,0
"NM_001024233",0,0,0,0,0,0,0,0,0
"NM_017147",3784,3591,2908,3074,6081,4760,5122,3298,3841
"NM_001243534",1,0,0,0,0,0,0,0,0
"NM_172334",598,309,354,459,464,405,420,415,436
"NM_001077668",844,717,716,731,801,727,786,738,794
"NM_001270737",0,0,0,0,0,0,0,0,0
"NM_001277346",0,0,0,0,0,0,0,0,0
"NM_001277341",3,0,1,4,11,3,10,1,4
"NM_001024242",14,5,2,8,144,82,100,0,2
"NM_031596",925,1016,868,940,949,784,857,938,1094
"NM_012953",5,38,2,21,25,14,21,8,2
"NM_001004278",0,0,0,0,0,0,0,0,3
"NM_001005907",0,0,0,0,0,0,0,0,0
"NM_001107572",6,6,13,8,12,6,9,6,10
"NM_001271032",229,219,167,166,245,222,235,159,300
"NM_001005872",330,501,350,446,416,410,421,381,423
"NM_199267",1515,1868,872,1267,1571,1426,1372,1493,1772
"NM_001129997",181,146,81,175,332,288,332,172,213
"NM_001025117",0,0,1,2,4,1,1,4,3
"NM_001015013",279,151,172,161,310,228,242,291,443
"NM_001013150",996,1038,768,775,1060,861,988,960,1169
"NM_001109537",387,506,500,302,265,302,242,384,448
"NM_001011938",1428,1269,1173,1345,1252,1234,1252,1255,1432
"NM_001270705",0,0,0,0,0,0,0,0,0
"NM_001270704",0,0,0,0,0,0,0,0,0
"NM_001191561",94,63,37,153,212,148,164,103,59
"NM_001004089",654,415,360,471,1362,988,1168,495,476
"NM_001107573",0,8,0,2,4,13,6,2,4
"NM_001271179",158,51,36,64,133,172,154,156,180
"NM_001008348",339,299,126,163,487,444,464,295,302
"NM_001009689",200,164,76,149,207,204,112,128,258
"NM_001106327",0,0,4,0,2,0,2,0,0
"NM_053480",74,41,31,41,215,112,140,52,47
"NM_019152",1826,501,715,479,699,544,684,1478,1578
"NM_001013071",606,2252,2338,3244,317,718,677,451,685
"NM_001160232",0,0,0,0,0,0,0,0,0
"NM_001160231",0,0,0,0,0,0,0,0,0
"NM_001107574",238,262,264,286,150,182,206,260,309
"NM_001047883",267,457,456,318,172,164,217,279,312
"NM_001012739",0,0,0,0,0,0,0,0,0
"NM_001100739",2739,1894,1914,2183,1722,1671,1715,2822,2859
"NR_106683",31,29,40,34,28,30,16,42,39
"NM_031759",7,5,6,3,13,4,9,4,4
"NM_001024752",324,229,254,222,191,194,155,275,356
"NM_031711",215,208,183,247,227,207,219,235,205
"NM_133619",0,0,0,2,0,0,0,0,0
"NM_001024291",0,0,1,0,1,2,7,0,0
"NM_001109545",2255,1704,1862,1687,1460,1154,1251,1799,2324
"NM_181379",313,363,209,380,396,368,258,297,473
"NR_031911",0,1,0,0,0,0,0,0,0
"NR_031908",4,3,3,10,0,1,1,0,4
"NM_012638",24,20,16,40,25,14,24,16,24
"NM_001106329",803,535,794,710,511,430,446,682,676
"NM_058210",0,0,0,0,0,0,0,0,0
"NM_001130013",255,230,379,581,438,295,355,292,344
"NM_019208",725,688,648,888,618,585,455,647,718
"NM_001110793",158,253,177,182,182,140,139,121,190
"NM_053846",165,71,70,103,216,175,201,140,123
"NM_001108517",471,527,442,462,749,576,554,402,486
"NM_138911",1474,3794,1744,1493,1448,1210,1323,1870,2048
"NM_001013196",160,151,203,205,126,152,130,192,127
"NM_199090",122,80,128,171,167,122,113,142,140
"NM_053804",0,0,2,0,3,5,5,0,0
"NM_022698",229,154,181,188,249,139,217,200,155
"NM_001109562",92,107,167,177,165,168,137,68,59
"NM_001106330",660,702,769,643,450,436,436,604,729
"NM_001134429",2,0,0,7,2,5,6,3,3
"NM_001134428",0,0,0,0,0,0,0,0,0
"NM_172045",611,572,589,317,501,458,488,694,760
"NM_001127543",187,225,145,264,1022,755,919,181,236
"NM_053549",131,536,486,428,147,128,152,99,123
"NM_001106331",68,26,70,73,75,60,68,43,94
"NM_033350",596,436,397,500,650,500,587,594,646
"NM_001008511",647,626,1017,707,710,768,662,576,776
"NM_001109160",6,11,4,9,6,3,6,4,19
"NM_134345",3496,4022,5646,4537,2480,2668,2502,2790,3176
"NM_001108518",188,205,255,198,345,244,285,155,219
"NM_001013994",0,0,0,4,2,0,2,0,4
"NM_001106332",846,778,881,868,797,768,793,1038,1069
"NM_001134575",243,155,107,136,194,124,143,211,328
"NM_080909",0,11,2,0,0,2,0,0,4
"NM_001044241",2191,1780,2458,2213,1243,1352,1471,1841,1878
"NM_001009953",0,0,0,0,0,0,0,0,0
"NM_017060",650,506,336,648,1427,1469,1324,727,1475
"NM_001115042",2,6,2,12,30,22,37,8,6
"NM_001106333",0,0,0,2,0,0,0,0,0
"NM_173302",2,2,0,2,4,0,12,0,2
"NM_031332",2208,1555,2476,4877,1736,3063,1676,2014,1869
"NM_019283",8,14,25,19,12,7,12,9,11
"NR_131096",442,810,814,663,872,854,800,664,1431
"NM_080773",0,0,0,0,0,0,0,0,0
"NM_001271089",124,7,8,4,2,5,9,10,3
"NM_001109569",363,399,435,323,280,349,327,447,681
"NM_017224",0,2,0,10,12,14,4,12,4
"NM_001109579",10,6,4,4,20,16,24,2,0
"NM_001305220",1723,1629,1668,2002,2081,1886,2101,1562,2172
"NM_001109572",420,299,365,325,336,340,307,491,485
"NM_001034829",2097,1774,1752,1855,1353,1380,1354,1994,2140
"NM_053948",370,320,363,366,386,309,390,326,394
"NM_021579",1472,2648,2275,2725,1748,1329,1524,1421,2023
"NM_053658",42,36,45,51,26,40,74,56,49
"NM_001107575",220,209,255,182,220,203,180,230,251
"NM_001109162",19,13,20,8,18,22,12,8,8
"NM_001191104",904,496,614,596,463,465,477,860,863
"NM_001012171",750,689,744,656,558,470,585,584,715
"NM_001007693",368,322,322,425,450,427,460,300,320
"NM_001009690",21,44,30,23,50,22,24,49,27
"NM_001109581",129,135,132,132,113,114,101,137,157
"NM_001128184",1016,957,1211,877,743,631,723,902,1116
"NM_001106334",9184,5758,7031,8022,7487,7404,8057,8565,9391
"NM_001107576",579,454,426,511,544,524,564,498,625
"NM_001100740",1605,1670,1357,1698,1705,1650,1725,1737,1962
"NM_001033901",651,560,565,485,365,346,464,729,810
"NM_001004223",5294,5665,4813,5261,5623,4883,5065,6107,6353
"NM_013051",0,0,0,0,2,0,0,0,0
"NM_145089",498,347,145,337,266,149,282,214,267
"NM_177482",0,0,0,0,0,0,0,0,0
"NM_207593",0,0,0,0,0,0,0,0,0
"NM_203333",0,0,0,0,2,0,4,0,0
"NM_012848",25612,27859,30597,27293,20450,17412,18844,26206,24135
"NM_001011940",0,0,0,0,2,0,0,0,0
"NM_134411",39,21,23,49,93,68,75,42,38
"NM_173137",115,54,28,72,151,98,120,107,138
"NM_031344",2539,48713,25881,72466,3105,5366,6370,1524,1659
"NM_053445",2831,49427,20240,73656,4350,8523,9181,1772,2213
"NM_001170487",2001,887,597,846,884,708,868,2076,2387
"NM_053430",146,106,88,130,260,191,280,160,146
"NM_001005886",36,31,30,56,64,42,54,26,18
"NM_001107577",0,0,0,6,4,0,0,0,0
"NM_145786",3,62,40,2,4,2,0,0,9
"NM_021659",8,7,4,16,10,6,4,0,12
"NM_001271039",138,154,162,154,118,112,111,144,123
"NM_198777",29,40,28,25,31,39,45,32,38
"NM_001014164",507,140,311,306,506,312,352,339,325
"NM_171995",7578,5967,6692,7128,5589,5929,6028,6776,6750
"NM_001039031",8190,593,807,1277,5853,6844,7632,6397,3962
"NM_001014245",1129,1357,1322,1285,1367,1064,1250,1127,1520
"NM_021753",20,6,27,28,19,6,18,6,20
"NM_019295",6,4,2,6,44,27,61,10,12
"NM_001271311",1087,294,618,1228,507,543,640,929,651
"NM_001107463",381,476,261,430,411,358,363,410,454
"NM_139341",201,257,135,184,832,563,543,155,116
"NM_178021",590,551,503,462,675,437,554,512,514
"NM_175577",12,9,4,17,143,100,85,11,11
"NM_001007736",626,585,635,413,659,535,578,832,730
"NM_001106336",0,0,0,0,0,0,0,0,0
"NM_001012070",13,14,2,4,10,0,4,11,7
"NM_001191897",0,0,0,0,0,0,0,0,0
"NM_053509",0,0,0,0,0,0,0,0,0
"NM_139333",4763,4043,2885,2911,3456,3648,3276,5102,4217
"NM_001006974",342,722,588,369,368,329,370,469,654
"NR_102352",1,2,1,2,1,2,3,1,0
"NR_102351",6,5,4,6,47,29,37,0,5
"NM_001108519",0,0,0,0,2,0,2,0,0
"NM_001107578",15,4,3,11,11,11,8,10,12
"NM_001106338",3,7,0,8,30,36,46,10,8
"NM_181082",0,0,0,2,4,4,0,0,6
"NM_012845",10,2,4,4,28,37,36,16,4
"NM_001006975",142,84,123,135,741,559,589,130,149
"NM_001106339",6,0,2,7,31,39,36,2,4
"NM_001009647",1028,1014,1145,1147,582,716,636,808,870
"NM_017162",0,0,0,0,0,0,0,0,0
"NM_001000505",0,0,0,0,0,0,0,0,0
"NM_001108520",689,880,699,768,927,813,836,679,875
"NM_001000506",0,0,0,0,0,0,0,0,0
"NM_001000244",0,0,0,0,0,0,0,0,0
"NM_001000762",0,0,0,0,0,0,0,0,0
"NM_001000245",0,0,0,0,0,0,0,0,0
"NM_001000246",0,0,0,0,0,0,0,0,0
"NM_001000247",0,0,0,0,0,0,0,0,0
"NM_001000248",0,0,0,0,0,0,0,0,0
"NM_001000249",0,0,0,0,0,0,0,0,0
"NM_001000761",0,0,0,0,0,0,0,0,0
"NM_001000251",0,0,0,0,0,0,0,0,0
"NM_001000250",0,0,0,0,0,0,0,0,0
"NM_001001041",0,0,0,0,0,0,0,0,0
"NM_001000759",0,0,0,0,0,0,2,0,0
"NM_001000507",0,2,0,0,0,2,0,0,0
"NM_022617",0,2,0,1,0,2,2,0,1
"NM_001047855",105,58,57,105,121,72,72,84,41
"NM_001305460",31,25,12,20,14,28,25,21,13
"NM_001109163",1314,863,1025,2815,2571,1908,332,5660,1762
"NM_001000252",0,0,0,7,0,0,0,0,0
"NM_001009648",6061,1038,2276,2885,2079,2791,2413,5866,6514
"NM_001126278",4446,4786,8165,6244,1437,1814,2058,4123,5081
"NM_134330",5297,2868,3282,2303,1296,1303,1528,5521,5935
"NM_013166",28,42,43,33,45,36,30,20,31
"NM_001000954",0,0,0,0,0,0,0,0,0
"NM_001000253",0,0,0,0,0,0,0,0,0
"NM_001009649",77,48,76,120,310,299,285,92,108
"NM_001001042",0,0,0,0,0,0,0,0,0
"NM_001001043",0,0,0,0,0,0,0,0,0
"NM_001000255",0,0,0,0,0,0,0,0,0
"NM_001000758",0,0,0,0,0,0,0,0,0
"NM_001000254",0,0,0,0,0,0,0,0,0
"NM_001000757",0,0,0,0,0,0,0,0,0
"NM_001001019",0,0,0,0,0,0,0,0,0
"NM_001000256",0,0,0,0,0,0,0,0,0
"NM_001001045",0,0,0,0,0,0,0,0,0
"NM_001000257",0,0,0,0,0,0,0,0,0
"NM_001000756",0,0,0,0,0,0,0,0,0
"NM_001000755",0,0,0,0,0,0,0,0,0
"NM_001000556",0,0,0,0,0,0,0,0,0
"NM_001000754",0,0,0,0,0,0,0,0,0
"NM_001001046",0,0,0,0,0,0,0,0,0
"NM_001001047",0,0,0,0,0,0,0,0,0
"NM_001000258",0,0,0,0,0,0,0,0,0
"NM_001001048",0,0,0,0,0,0,0,0,0
"NM_001001275",0,0,0,0,0,0,0,0,0
"NM_001001289",0,0,0,0,0,0,0,0,0
"NM_001000259",0,0,0,0,0,0,0,0,0
"NM_001000260",0,0,0,0,0,0,0,0,0
"NM_001001276",0,0,0,0,0,0,0,0,0
"NM_001001286",0,0,0,0,0,0,0,0,0
"NM_001001277",0,0,0,0,0,0,0,0,0
"NM_001001278",0,0,0,0,0,0,0,0,0
"NM_001000262",0,0,0,0,0,0,0,0,0
"NM_001000263",0,0,0,0,0,0,0,0,0
"NM_021741",62,105,131,136,84,57,99,63,111
"NM_001168584",0,0,0,0,0,0,0,0,0
"NM_022276",102,52,70,104,478,434,401,70,107
"NM_001014106",403,677,389,772,616,785,751,718,649
"NM_001024292",77,43,113,99,63,49,84,91,74
"NM_148892",518,443,410,508,950,823,831,565,570
"NM_001024293",159,204,310,198,144,155,167,187,189
"NM_012904",155,211,80,300,970,413,678,83,116
"NM_001106356",852,2454,1277,903,1111,1039,943,1017,2050
"NM_031776",990,828,890,751,1525,1518,1561,853,984
"NM_001007737",69,87,117,123,78,64,69,60,63
"NR_031919",0,0,0,0,0,0,0,0,0
"NM_057211",2294,2255,1974,1561,1878,2381,2014,2247,2575
"NM_001106357",333,395,296,475,433,474,522,369,396
"NM_001105760",78,84,70,77,44,45,49,48,128
"NM_001191952",393,414,421,344,190,182,239,269,245
"NM_001014029",171,186,202,209,136,148,144,157,244
"NM_001007738",187,120,71,49,125,145,128,106,126
"NM_133535",124,122,108,148,84,74,117,111,142
"NM_001106358",0,0,0,0,0,0,0,0,0
"NM_001107597",0,0,0,0,0,0,0,0,0
"NM_001106370",0,0,4,26,20,8,10,6,2
"NM_001034854",600,268,310,304,314,416,390,518,630
"NM_001011941",758,889,725,895,634,766,754,702,880
"NM_001014165",2,0,4,3,2,0,9,0,0
"NM_013218",2844,1233,1832,1854,1255,1340,1261,2652,2713
"NR_031799",3,1,0,2,2,5,4,1,4
"NM_022583",0,0,0,0,0,0,0,0,0
"NM_031514",340,499,245,494,1054,880,875,296,353
"NM_001106347",104,124,97,182,137,144,136,102,76
"NM_013413",0,0,0,0,0,0,0,0,0
"NM_001107582",0,2,0,0,10,2,2,0,0
"NM_001191954",58,57,57,88,108,70,66,40,52
"NM_184050",1986,995,1363,1344,1659,1376,1320,1746,2083
"NM_001106348",0,0,0,0,0,0,0,0,0
"NM_001107584",590,556,552,636,430,422,448,604,934
"NM_001014166",949,994,875,1075,1228,1021,1077,315,1424
"NM_001106349",2,2,0,3,2,0,1,6,2
"NM_001107583",1234,3015,1788,4970,4590,4270,3419,884,941
"NM_022704",1369,1548,1253,2775,2517,2711,2552,1358,979
"NM_001106350",0,0,0,0,0,0,0,0,0
"NM_001107586",992,1199,1092,1032,894,836,890,1214,1611
"NM_019263",902,891,970,804,1065,2150,924,888,971
"NM_001106375",3263,1894,2085,2622,2900,3443,2934,2662,3037
"NM_031606",1281,1765,1451,1641,1105,1081,1270,957,1483
"NR_131253",0,0,0,2,0,2,0,6,2
"NM_017341",0,0,0,0,0,0,2,0,0
"NM_001191638",6,2,0,5,7,2,8,0,0
"NM_001191955",0,0,0,0,0,0,0,0,0
"NM_139194",399,252,90,182,342,407,505,320,480
"NM_012732",9812,10883,9965,7826,6724,7075,8672,9288,10006
"NM_001025415",6,50,6,46,156,92,70,20,16
"NM_001024753",1522,1732,767,812,913,966,917,1720,1119
"NM_001191637",1416,786,1180,1420,1453,1415,1541,1145,1905
"NM_020096",91,1051,176,172,604,352,520,6,126
"NM_001007694",229,950,194,140,292,346,278,99,108
"NR_031863",0,1,1,0,0,0,0,0,0
"NM_001191083",88,128,138,81,144,99,104,94,119
"NM_013220",30,10,17,26,63,27,29,25,22
"NM_001107608",184,319,205,163,229,211,142,249,414
"NM_001012072",7240,1042,1110,2632,951,1222,1779,4934,6685
"NM_001107607",3039,2841,2333,2537,2229,2313,2378,3076,3814
"NM_001109165",24,26,16,30,20,14,14,24,24
"NM_001191917",1286,1587,1217,1264,1114,1249,1243,1251,1726
"NM_001106372",1563,1897,1971,2088,1370,1324,1378,1460,1690
"NM_024385",2509,3146,1224,1058,1683,1714,1468,3030,3622
"NM_130408",358,143,66,71,572,464,1215,245,338
"NM_019277",87,112,118,132,92,104,97,122,98
"NM_001047088",21,2,2,6,7,4,6,6,16
"NM_001025646",10,26,6,36,184,129,256,8,14
"NM_013162",71913,99702,120507,104355,48715,48619,46596,64332,77715
"NM_001014246",174,172,280,247,148,137,174,234,247
"NM_001191635",206,739,653,441,178,202,230,288,282
"NM_001108523",280,387,315,278,248,293,245,338,413
"NM_001106371",336,209,177,549,219,320,303,259,277
"NM_019184",7326,61,82,1925,7382,15732,4025,1875,1137
"NM_001013904",93945,13424,10037,20910,19705,13855,18941,127750,107254
"NM_138512",44182,88340,52314,65057,84081,64773,61748,28939,29675
"NM_001108524",174,211,140,136,336,268,295,499,61
"NM_022587",162,157,405,180,1019,648,755,97,111
"NM_001106369",210,378,278,252,252,158,227,229,310
"NM_001030038",312,460,323,411,248,236,255,234,374
"NM_001017386",0,0,0,0,0,0,0,0,0
"NM_001012461",0,0,0,1,6,4,8,0,0
"NM_001109515",623,542,547,452,863,633,661,759,739
"NM_001107595",120,122,109,172,165,179,166,96,151
"NM_001033699",1217,1189,1445,1524,907,1012,886,1168,1118
"NM_001107594",0,0,0,2,2,0,0,0,0
"NM_001107593",0,0,0,1,0,0,2,0,2
"NM_001004261",873,367,600,1138,513,717,488,449,528
"NM_001107592",949,162,53,355,605,1133,649,785,1280
"NR_037323",0,0,0,0,0,0,0,0,0
"NM_001305219",0,0,0,0,2,0,0,0,0
"NM_199104",442,655,458,461,594,438,467,485,637
"NM_134373",137,232,257,349,222,252,223,144,97
"NM_053735",583,668,706,713,812,783,693,501,544
"NM_001107590",200,215,180,157,313,222,285,180,131
"NM_001107591",0,0,2,4,0,6,2,0,0
"NM_001044281",46,46,52,57,38,49,26,40,33
"NM_001107589",0,0,0,0,2,0,0,0,0
"NM_001106355",4523,3662,4771,6685,3454,4634,3822,3335,4031
"NM_001013153",134,141,92,109,173,148,147,120,82
"NM_001108928",256,231,232,298,307,268,266,238,277
"NM_001037349",222,355,300,277,412,347,383,219,308
"NM_001107588",2368,2170,2181,2493,1570,1734,1592,2235,3113
"NM_001106352",0,1,0,0,0,0,2,0,0
"NM_053526",1417,1420,1497,1358,1562,1320,1487,1423,1721
"NM_031839",28802,36429,29336,42264,12133,17706,17562,14966,24050
"NM_031841",448,16871,872,6877,2800,1983,2358,353,398
"NM_139192",8057,349983,180439,395299,68130,69083,83490,1128,1628
"NM_001135713",92,78,144,190,68,49,59,105,106
"NM_001113749",407,282,234,281,248,229,225,335,313
"NM_001106360",1749,1834,2405,2579,1634,1519,1367,1623,1641
"NM_001108526",8284,4065,7264,9227,2418,2787,3136,7276,6941
"NM_001107599",737,787,1100,882,468,427,458,780,785
"NM_001107598",1124,1038,1258,1077,604,596,572,921,1000
"NM_001134612",447,656,646,595,590,486,673,421,479
"NM_022948",142,109,74,112,298,208,243,90,127
"NM_001106362",0,0,0,0,2,2,0,0,0
"NM_001014247",155,173,234,212,190,156,185,99,122
"NM_001033064",6,8,11,38,16,11,24,20,10
"NM_001109166",0,0,0,0,0,0,0,0,0
"NM_001047108",0,0,0,0,0,0,0,0,0
"NR_110710",0,0,0,0,2,0,0,0,0
"NM_001014168",599,275,396,281,318,326,444,443,525
"NM_131904",886,1659,1169,1551,864,932,976,985,1005
"NM_133286",0,0,0,0,0,0,1,0,0
"NM_020095",0,0,0,0,0,0,0,0,0
"NM_001033961",0,0,0,0,0,0,0,0,0
"NM_020094",0,0,0,0,0,0,0,0,0
"NM_181432",120,148,152,152,138,122,110,124,106
"NM_001107601",1642,546,655,727,1129,996,1003,1499,1925
"NM_022869",1766,2621,2234,1246,1535,1686,1444,2057,3227
"NM_019247",0,0,0,0,0,0,0,0,0
"NM_001107602",0,0,0,0,0,0,0,0,2
"NM_001106363",951,1124,816,477,1148,978,972,1201,1485
"NR_032311",0,0,0,0,0,0,0,0,0
"NM_134370",0,4,4,4,2,10,0,0,6
"NM_001107603",40,56,46,75,60,53,41,40,41
"NM_001014030",404,463,562,630,294,329,389,341,376
"NM_001106364",1110,1185,1070,1327,1518,1297,1346,1132,1531
"NM_001079886",186,124,149,126,231,221,271,166,206
"NM_001128083",620,751,589,789,930,686,678,472,609
"NM_001013072",399,185,244,287,232,157,185,372,441
"NM_001134509",1139,949,933,1061,791,865,808,929,1158
"NM_012753",75,6390,3807,2834,121,93,154,95,103
"NM_001313908",20,8,7,6,7,15,8,8,11
"NM_001106365",130,106,131,160,150,103,170,117,162
"NM_019128",0,0,2,0,0,0,0,0,0
"NM_133544",165,170,272,184,173,146,138,138,206
"NM_001013154",299,308,344,222,235,263,261,350,368
"NM_001109168",0,0,0,0,0,2,0,0,0
"NM_001107605",0,0,0,0,0,0,4,0,0
"NM_001191956",0,0,0,0,0,0,0,0,0
"NM_001008306",48,56,19,58,100,64,108,45,40
"NM_001011943",200,273,366,334,167,105,122,170,166
"NM_001106366",4,2,2,10,21,8,19,6,2
"NM_001047856",983,1093,1159,1156,1015,844,725,1067,969
"NR_037378",5,3,0,0,4,1,2,0,2
"NM_001012071",30,41,69,52,39,23,38,38,35
"NM_019129",0,0,0,0,0,0,0,0,0
"NM_001035234",0,0,0,0,0,0,0,0,0
"NR_051995",0,0,0,0,0,0,0,0,0
"NM_001025400",2,1,2,1,0,0,1,1,5
"NM_133578",199,799,319,292,227,166,150,208,1365
"NM_031583",700,764,753,952,839,770,907,697,831
"NM_022265",1463,1231,1590,1634,889,823,1116,1145,883
"NM_001013155",280,204,168,248,232,205,218,188,264
"NM_017274",6584,3488,4100,3684,1600,1771,2138,5893,6631
"NM_053607",2164,5735,3496,7080,4305,4950,6845,2066,2894
"NM_139042",3,6,8,1,0,0,2,2,2
"NM_001037652",757,520,786,720,606,580,570,825,762
"NM_001001505",2028,2658,2434,1675,2050,2972,2298,1488,3224
"NM_022260",935,751,723,1027,1203,1198,1094,833,785
"NM_001134613",19,18,18,36,86,53,24,16,12
"NM_001107444",1293,803,944,880,991,1225,1062,975,1481
"NM_001106201",575,576,704,622,513,588,440,530,792
"NM_012701",6,6,3,4,30,16,38,4,14
"NM_001106202",0,0,0,0,0,0,2,1,0
"NM_001305184",92,51,36,108,278,214,262,45,54
"NR_106686",0,0,0,0,0,0,0,0,0
"NM_001012173",246,286,318,266,149,125,168,261,337
"NM_001014169",0,0,0,0,0,0,0,0,0
"NM_013161",0,2,0,0,0,0,0,0,0
"NM_032081",4,2,20,12,0,0,0,0,2
"NM_057206",0,0,0,0,2,0,0,0,0
"NM_001107445",31,7,17,24,56,30,54,29,34
"NM_001134505",25,20,18,20,15,14,7,3,8
"NM_022636",0,0,0,0,0,0,0,0,0
"NM_001134912",0,0,0,0,0,0,0,0,0
"NM_001003820",0,0,0,0,0,0,0,0,0
"NM_001107446",911,1105,1270,1343,869,1137,1022,997,1392
"NM_001109169",0,0,0,0,0,2,0,0,2
"NM_001107448",59,57,54,53,83,90,92,62,53
"NM_139193",0,2,0,0,0,0,0,0,0
"NM_001014248",1771,2269,1808,2188,1789,1925,1697,1768,1982
"NM_022540",3003,2273,2817,2630,1560,1853,1648,2400,2720
"NM_001127681",424,473,339,506,488,517,506,408,544
"NM_001108527",33,48,66,41,34,25,30,24,47
"NM_001190369",2,3,10,5,3,0,5,3,1
"NM_133586",115,83,80,93,91,83,85,53,41
"NM_001271303",0,0,0,0,0,0,0,0,0
"NM_001106423",119,44,54,59,40,42,54,105,117
"NM_024358",1343,1383,566,1466,1514,1682,1601,1406,1176
"NM_001013914",23,9,20,10,34,20,25,39,12
"NM_019123",58,10,42,24,47,48,42,40,47
"NM_001047917",148,115,132,177,165,151,136,149,216
"NM_033443",521,1752,1837,1259,1027,938,992,819,746
"NM_130747",2397,4027,8707,5540,1603,1675,1582,1763,2089
"NM_001006999",68,72,107,115,64,82,85,76,118
"NM_184048",0,0,0,0,0,0,0,0,0
"NM_001037310",23,23,16,5,29,12,24,32,42
"NM_001191632",830,685,833,786,688,647,781,711,1000
"NM_001012463",75,105,133,100,139,111,110,83,103
"NM_001113332",0,0,0,1,3,2,0,4,0
"NM_017032",2,0,0,0,0,0,1,0,3
"NM_001113328",0,0,0,0,0,0,0,0,0
"NM_001113329",0,0,0,0,0,0,0,0,0
"NM_001013199",228,176,132,143,193,229,204,203,235
"NM_001134510",51,20,30,38,42,29,50,29,40
"NM_030994",448,285,331,387,290,442,501,310,578
"NM_001025146",978,1262,1499,1352,951,1045,971,816,964
