"Geneid","SRR1177960.","SRR1177967.","SRR1177968.","SRR1177971.","SRR1177984.","SRR1177985.","SRR1177986.","SRR1178023.","SRR1178049."
"NM_001270845",0,0,0,0,0,0,0,0,0
"NM_001270844",0,0,0,0,0,0,0,0,0
"NM_182815",0,0,0,0,0,0,0,0,0
"NM_001033965",10,28,20,14,22,23,20,13,31
"NM_001033964",0,0,0,0,0,0,0,0,0
"NM_001134958",777,394,386,534,635,619,707,712,700
"NM_019365",257,320,231,324,386,309,434,248,314
"NM_001160314",2,0,0,2,0,0,0,2,0
"NM_199463",241,212,229,248,249,196,241,194,253
"NM_053909",0,0,0,0,0,0,0,0,0
"NM_001160313",0,0,0,0,0,0,0,0,0
"NM_001105951",79,44,69,94,119,100,117,80,104
"NM_001160315",0,0,0,0,0,0,0,0,0
"NM_001007617",226,394,609,582,586,301,333,223,530
"NM_012642",164,134,133,106,22,26,56,310,434
"NM_001047925",1,5,2,2,10,5,8,4,5
"NM_001005871",40,36,22,86,83,38,98,36,29
"NM_145683",40,45,21,46,241,141,176,27,17
"NM_001013871",2683,1980,1841,2171,1672,1787,1692,2552,2798
"NM_001107178",741,390,385,723,957,765,744,643,689
"NM_001007678",64,155,208,188,239,149,172,137,149
"NM_017148",1282,1347,916,1984,4048,4221,3802,1367,1393
"NM_021742",896,642,580,820,535,642,517,745,949
"NM_001109887",0,0,0,0,0,0,0,0,0
"NM_001109889",0,0,0,0,0,0,0,0,0
"NM_138507",0,0,0,0,0,0,0,0,0
"NM_001109888",0,0,0,0,0,0,0,0,0
"NM_001109890",0,0,0,0,0,0,0,0,0
"NM_001108347",86,79,77,70,60,61,65,41,62
"NM_001134792",4506,2601,2615,4554,4359,5099,4315,3807,4487
"NM_001107182",0,0,2,1,2,0,1,0,0
"NM_001105955",84,48,36,122,353,278,375,56,68
"NM_130409",26987,14685,12613,22550,48171,47126,45462,23399,30956
"NM_001107185",1515,1481,1349,1565,1669,1624,1833,1460,1738
"NM_133551",160,96,48,210,532,424,433,130,127
"NM_001271292",132,82,44,97,100,76,162,100,115
"NM_022242",91,856,1260,731,282,177,259,210,203
"NM_001105959",84,65,47,91,191,108,175,90,117
"NM_001037192",278,369,334,458,295,222,269,310,304
"NM_001105957",394,228,233,287,532,426,498,490,428
"NM_001048042",0,0,0,2,2,0,2,0,0
"NM_001025717",1891,1882,1629,1786,3021,2571,2655,1841,2139
"NM_001013984",125,42,55,93,307,256,254,113,138
"NM_053966",2415,1528,1281,1704,3571,3533,3445,1964,2091
"NM_019294",0,0,0,0,0,0,0,1,2
"NM_031665",290,406,321,394,384,396,405,336,330
"NM_001109072",4,0,0,4,0,0,0,0,0
"NM_001011906",375,1101,1295,391,290,294,256,352,495
"NM_001107186",82,182,87,85,111,119,120,82,121
"NM_001100680",541,704,399,600,443,442,381,504,502
"NM_031118",76,163,165,87,827,556,622,74,109
"NM_001107188",94,63,61,108,75,93,80,75,137
"NM_001113775",637,933,1307,1096,420,422,584,646,496
"NM_001170603",4,3,0,2,6,4,12,2,2
"NM_001107190",183,98,115,141,171,202,194,187,267
"NM_001004208",1692,2915,1464,1410,1168,1116,1070,1812,1729
"NM_001107192",162,182,107,216,226,141,191,162,145
"NM_001108856",277,185,234,283,347,248,314,292,319
"NM_012792",925,239,437,1876,58,144,230,1023,1150
"NR_111961",503,755,640,768,748,780,825,733,964
"NM_138538",4,0,2,6,14,0,12,2,4
"NM_001105964",411,292,480,461,372,324,404,452,584
"NM_013113",828,2015,1399,1801,2763,2255,2055,500,1096
"NM_001047878",6339,4315,3542,3601,6426,7775,7479,5081,9788
"NM_138532",184,133,181,214,142,116,125,162,165
"NM_170789",0,0,0,0,0,0,1,0,0
"NM_001305159",1045,1693,2156,1228,910,825,832,997,1149
"NM_021684",400,1113,2362,520,86,114,70,494,555
"NM_001100639",40,32,39,33,24,34,43,40,70
"NM_001205304",0,0,0,0,0,0,0,0,0
"NM_001109466",0,0,0,0,0,0,0,0,0
"NM_001105967",0,0,0,0,0,0,0,0,0
"NM_019341",84,111,41,116,340,140,191,86,68
"NM_001191931",2,8,2,2,11,10,9,1,0
"NM_001107195",80,51,40,111,846,512,766,58,61
"NM_053843",59,107,52,102,656,380,436,45,83
"NM_001107196",1990,1836,1944,1600,1732,1857,1799,2183,2430
"NM_138922",73,67,29,82,98,112,114,87,63
"NM_139103",304,271,174,322,919,722,868,308,339
"NM_001109076",0,4,4,0,8,10,10,0,3
"NM_031602",5,4,4,4,0,0,3,10,0
"NM_001164726",0,0,0,0,2,2,1,2,0
"NM_019343",24,1,18,68,34,24,62,12,13
"NM_001105974",33,286,182,415,534,575,374,34,58
"NM_001191674",0,0,0,0,0,0,2,0,0
"NM_001107198",2,12,1,8,69,48,47,6,8
"NM_031575",31,47,19,25,68,62,88,27,61
"NM_177929",171,165,313,269,139,153,114,166,123
"NM_001105977",12,3,11,22,17,11,29,14,11
"NM_001025762",61,50,65,77,60,50,46,80,100
"NM_013063",2233,1978,1957,1888,1636,1595,1674,2428,2359
"NM_031087",1290,530,494,697,700,690,569,1089,1125
"NM_019312",319,273,195,321,348,307,285,218,335
"NM_053657",680,567,587,675,614,556,708,651,892
"NM_012844",8218,641,357,880,2762,1868,2573,6548,2692
"NM_001034090",764,62,108,125,92,102,92,172,91
"NM_001024970",787,772,634,685,635,701,633,854,1108
"NM_001105983",102,244,260,78,306,152,231,150,284
"NM_001127600",54,76,75,65,203,151,160,76,125
"NM_001037204",58,100,60,107,39,64,66,75,111
"NM_053947",18,39,24,45,91,53,85,38,37
"NM_001100811",4686,12598,11254,14876,2405,4172,4516,3477,4876
"NM_172042",0,0,6,5,0,0,0,0,0
"NM_172041",0,0,0,0,0,0,0,0,0
"NM_001107199",680,604,630,660,518,496,579,675,772
"NM_206851",1455,383,387,351,419,432,410,1328,1416
"NM_001107201",2142,1386,1183,1891,1473,2183,1642,2182,4035
"NM_001107200",53,8,8,16,46,26,38,15,32
"NM_012912",160,4391,145,352,742,1049,342,382,5052
"NM_031742",0,2,6,5,20,54,13,2,0
"NM_001100841",11,43,84,48,54,30,38,21,14
"NM_001107202",15,2,7,27,60,25,44,12,12
"NM_001105988",1868,1597,1347,3433,1045,1586,1456,1411,1936
"NM_019301",0,0,0,0,0,0,0,0,0
"NM_001005265",0,0,0,0,0,0,0,0,0
"NM_001005330",0,0,0,0,0,0,0,0,0
"NM_001106305",570,824,1623,451,535,578,507,414,696
"NM_001271235",92,12,158,83,129,63,228,119,92
"NM_001271042",18,15,28,30,17,21,27,19,54
"NM_001108342",913,607,694,912,582,697,664,1001,1082
"NM_057108",0,4,6,0,8,8,8,4,4
"NM_001107168",0,0,0,0,0,0,0,0,0
"NM_001008887",0,0,0,0,0,0,0,0,0
"NM_001107167",0,0,0,2,0,0,0,0,0
"NM_153733",0,8,2,2,4,6,8,0,2
"NM_001105948",68,214,165,203,199,168,69,62,50
"NM_021696",0,2,0,0,2,4,4,0,0
"NR_037671",0,0,0,0,0,0,0,0,0
"NM_021762",503,400,383,386,431,360,438,481,566
"NM_139186",946,1493,1258,847,795,907,705,1074,1444
"NM_053821",404,444,332,420,682,452,594,356,452
"NM_080771",114,231,82,70,302,256,205,113,112
"NM_001191668",334,540,522,312,410,396,424,358,466
"NM_001037776",104,78,132,92,54,72,70,74,77
"NM_178091",8337,2002,1640,1677,1850,1816,1613,9416,7564
"NM_001024997",351,162,195,231,347,269,284,287,276
"NM_001006996",493,910,648,541,509,471,476,651,1004
"NM_001177819",0,0,0,0,0,0,0,0,0
"NM_001105950",1846,1442,1622,1580,1164,1040,1059,1759,1782
"NM_001100943",0,0,0,0,0,0,0,0,0
"NM_134372",218,39,18,91,189,161,165,214,286
"NR_106676",0,0,0,0,0,0,0,0,0
"NR_031873",0,0,0,0,0,0,0,0,0
"NM_001012025",3233,3551,2792,3367,2404,2675,2419,3547,3523
"NM_017287",128,150,104,123,537,491,761,216,106
"NM_053799",1986,1663,1820,1601,1284,1440,1384,1989,1871
"NM_022205",74,40,28,52,274,186,216,54,52
"NM_022269",9,28,12,19,44,33,51,2,6
"NM_012516",7948,13371,10819,16779,23996,28176,21452,6783,9678
"NM_016995",1758,8179,7039,8145,9582,12270,9720,1751,3610
"NM_001100788",21,1,8,2,30,20,20,10,20
"NM_001008889",161,149,94,127,112,159,147,109,223
"NM_133311",0,2,0,0,2,1,2,0,0
"NM_001014843",31,16,4,32,28,6,24,30,36
"NM_001143881",0,0,0,0,0,0,0,0,0
"NM_012854",0,17,2,4,25,8,10,4,2
"NM_001017489",930,874,959,942,795,699,716,870,1010
"NM_001024767",2,6,0,4,12,18,13,0,0
"NM_001108854",785,497,253,638,979,840,924,780,673
"NM_001289800",0,0,0,0,0,0,0,0,0
"NM_001081451",3,4,0,5,17,7,8,4,6
"NM_017205",0,0,4,0,0,0,0,0,0
"NM_001109328",162,209,114,80,168,119,124,76,150
"NM_012938",25,14,18,36,177,76,155,21,66
"NM_001107172",0,0,0,3,6,2,6,0,0
"NM_001108855",70,113,62,50,138,118,90,50,68
"NM_001109068",1839,878,970,1635,746,988,1063,1309,1648
"NM_001135868",220,138,144,216,133,132,180,138,172
"NM_001107173",2293,2033,1849,2250,2045,1759,1953,2033,2510
"NM_001109069",3,0,4,6,5,0,0,0,0
"NM_001100506",962,339,436,719,442,500,423,911,885
"NR_031797",0,0,0,0,0,0,0,0,0
"NM_001100683",127,142,236,126,51,90,102,118,97
"NM_001305128",124,58,136,355,605,331,489,60,68
"NM_001017490",35,46,41,46,22,18,26,30,47
"NM_001107174",565,500,580,562,549,427,537,595,560
"NM_012884",0,0,0,0,6,4,0,0,0
"NM_001177368",0,0,2,0,4,0,0,0,0
"NM_001012026",600,449,472,439,409,524,576,641,933
"NM_001107175",3633,2051,2460,2295,2391,2487,2778,3566,3971
"NM_181692",23,2,1,4,16,11,14,13,21
"NM_001109070",619,339,258,298,289,352,374,361,509
"NM_001108343",4077,2023,1590,3192,1427,1606,1604,3400,3867
"NM_001105952",431,380,350,406,380,395,386,328,419
"NM_001271237",36,25,9,16,16,24,13,12,21
"NM_001047902",832,880,805,1168,975,889,949,1032,1222
"NM_001017491",12,16,2,15,21,36,44,19,34
"NM_053385",421,157,179,385,1173,804,863,345,314
"NM_001107176",23,4,3,2,39,24,48,6,11
"NM_017259",531,5454,620,1374,4567,4527,2804,738,10610
"NM_080698",2,10,2,24,42,8,12,16,10
"NM_001309820",1,1,0,0,1,1,1,0,0
"NM_031813",46,26,38,33,39,29,52,67,97
"NM_001270846",0,0,0,0,0,0,0,0,0
"NM_001270848",0,0,0,0,0,0,0,0,0
"NM_001270847",0,0,0,0,0,0,0,0,0
"NM_001079689",0,0,0,0,0,0,0,0,0
"NM_053560",0,0,0,0,0,0,5,0,0
"NM_080409",9,5,6,12,41,27,25,4,4
"NM_017115",2,0,0,0,0,0,2,0,0
"NM_153730",812,298,344,508,187,245,225,866,814
"NR_126578",0,0,0,0,0,0,0,0,0
"NM_001013872",0,0,0,0,0,0,0,0,0
"NM_207587",4376,2285,2679,2564,2560,2408,2321,4016,4513
"NM_001013126",190,173,216,153,176,155,141,240,215
"NR_126577",19,13,20,1,7,6,9,2,13
"NM_001107177",1353,1035,1015,1187,1043,990,981,1079,1087
"NM_012665",2,2,0,24,2,8,2,0,0
"NM_001108344",2,7,3,16,52,40,58,2,10
"NM_033099",2,15,2,9,151,67,125,4,2
"NM_001109071",894,912,840,779,973,818,799,991,1010
"NM_145784",2,0,0,2,2,0,0,4,0
"NM_001107179",52,8,14,99,106,50,92,16,14
"NM_031097",508,440,418,669,654,604,591,477,433
"NM_001024768",34,190,32,104,88,56,79,22,34
"NM_019351",412,602,727,519,500,419,432,508,618
"NM_001077826",2,0,0,9,23,16,16,4,2
"NM_001107180",984,791,830,1011,925,854,997,894,997
"NM_001107942",10,6,2,18,12,16,6,4,2
"NM_017184",0,0,0,0,0,0,0,0,0
"NM_001012206",335,830,504,316,1453,1203,1257,446,403
"NM_012676",2,4,4,40,102,44,107,6,6
"NM_001107181",0,2,0,6,32,24,24,0,0
"NM_001277263",0,0,0,0,0,1,0,0,0
"NM_001105953",0,0,0,1,0,0,0,0,0
"NM_001134502",31,23,31,43,57,16,26,19,25
"NM_001047926",0,0,0,0,0,0,0,0,0
"NM_001105990",72,73,43,44,285,206,190,40,34
"NM_001134503",728,724,887,879,770,716,836,699,911
"NM_001190820",7,1,1,0,0,0,0,2,0
"NM_001005535",0,0,0,0,0,0,0,0,0
"NM_001012030",476,635,390,535,380,339,450,378,614
"NR_031926",0,0,0,0,0,0,0,0,0
"NR_031899",0,0,0,0,0,0,2,0,0
"NR_037358",0,0,0,0,0,0,0,0,0
"NM_001105991",0,0,0,0,0,0,0,2,0
"NM_001108346",351,245,214,327,316,342,344,301,381
"NM_181367",0,0,0,0,0,2,0,0,2
"NM_001191670",119,120,66,109,52,84,105,107,184
"NM_001105956",7016,3886,3556,5823,4781,5634,5871,5183,6006
"NM_001044227",7778,6351,6006,9782,7403,9114,6464,7741,8271
"NM_001024769",298,461,273,298,211,260,316,350,467
"NM_001109492",2,0,0,4,0,4,0,0,2
"NM_001013034",670,571,498,518,376,290,317,898,714
"NM_001107183",95,93,71,38,38,51,81,70,136
"NM_053453",53,66,21,44,314,284,182,36,43
"NM_019336",12,38,0,10,545,292,301,12,16
"NM_001287022",0,0,0,0,0,0,0,0,0
"NM_001047084",42,28,40,48,136,148,161,38,78
"NM_001109538",2,0,2,0,0,0,0,4,6
"NM_001037658",542,450,528,508,326,314,402,486,630
"NR_132640",0,0,0,0,6,3,2,4,2
"NM_017232",6,17,0,40,24,24,12,4,2
"NM_012872",1,0,1,0,0,2,2,1,2
"NM_001105962",836,425,78,306,2490,2095,2306,709,1044
"NM_001047085",2675,3188,2257,3418,3496,4067,3535,2708,2938
"NM_001105960",461,646,480,539,437,404,420,452,636
"NM_001025667",954,648,546,580,791,712,632,902,1055
"NM_001191671",933,772,689,888,597,727,743,816,1273
"NM_001105958",196,279,275,201,125,137,167,201,181
"NM_001017492",0,0,0,0,0,0,0,0,0
"NM_001100984",41,113,75,60,277,146,159,122,36
"NM_001191549",1097,1340,1108,1255,1033,922,1024,1129,1339
"NM_001107184",1574,1797,1435,1634,1815,1706,1782,1625,2004
"NM_001105961",0,0,0,0,0,0,0,0,1
"NM_001077589",125,1072,384,94,30,38,63,352,195
"NM_019344",0,18,46,2,2,0,2,10,0
"NM_182673",47,44,26,62,245,145,188,56,56
"NM_198790",2,0,0,35,0,0,0,0,3
"NM_001025137",201,1335,160,484,552,525,436,232,688
"NM_001100635",4,4,0,8,18,6,9,4,4
"NR_132127",0,0,0,0,0,0,0,0,0
"NM_001108348",3,5,2,2,0,2,0,0,0
"NM_053431",0,0,0,0,0,0,0,0,0
"NM_001109898",6,21,4,10,9,14,17,16,4
"NM_199100",3069,1942,1657,2639,2575,2304,2455,2253,2888
"NM_145092",735,1011,755,1025,841,786,733,701,778
"NM_001165897",0,0,0,0,0,0,0,0,0
"NM_001165896",19,2,2,1,1,3,3,1,4
"NM_001134740",0,0,0,2,2,2,2,0,0
"NM_001009683",253,1048,840,427,176,129,184,368,554
"NM_001107187",1707,1291,1813,1227,1330,1354,1387,1685,1710
"NM_001109383",11,2,12,8,6,4,2,10,10
"NR_027983",23,44,67,42,86,75,103,32,27
"NM_053571",2182,1844,1794,3095,2093,2200,2304,1808,2074
"NM_173115",2,0,0,0,8,2,16,2,6
"NR_032299",0,0,0,0,0,0,0,0,0
"NM_001025126",357,371,330,383,244,274,264,348,387
"NM_013045",0,0,0,0,2,0,0,0,0
"NM_001162898",0,0,0,0,0,0,0,0,0
"NM_001162897",2,0,3,0,0,0,0,1,1
"NM_001107189",3,2,2,4,6,8,10,0,2
"NM_001105963",650,591,725,612,438,461,488,652,734
"NM_001289935",9,3,0,8,6,4,4,6,6
"NM_001034143",623,299,434,561,380,401,365,514,457
"NM_001107191",15,10,37,28,9,5,14,9,26
"NM_001012027",34149,44880,41100,51831,40166,53383,43365,27151,36414
"NM_001244761",0,0,0,0,0,0,0,0,0
"NR_002704",292,513,485,386,456,374,452,529,941
"NM_001033061",1,0,0,0,0,0,0,0,0
"NM_053576",4692,3932,3876,3974,3988,4250,3898,4561,5111
"NM_053552",0,2,0,0,4,2,2,0,0
"NM_012908",14,4,4,0,26,25,12,6,5
"NM_199403",537,466,362,451,703,725,590,433,797
"NM_001012207",441,392,356,407,328,353,334,400,536
"NM_001014130",0,2,0,0,2,0,0,2,0
"NR_031914",0,0,0,1,1,0,0,0,0
"NR_031927",0,0,0,0,0,0,0,0,0
"NR_037396",0,0,0,0,1,1,0,0,0
"NM_001134501",435,599,588,460,343,370,414,445,635
"NM_030865",0,0,0,2,6,6,0,0,0
"NM_144562",0,0,0,0,0,0,0,0,0
"NM_144561",36,16,47,54,26,17,38,28,29
"NM_144737",58,39,57,38,105,26,44,28,112
"NM_053433",5734,2366,3140,5538,8277,12494,10834,3624,7317
"NM_153821",9,10,6,15,67,16,36,9,6
"NM_001100563",170,120,90,94,142,119,123,146,189
"NM_138879",4,8,2,32,12,10,12,0,2
"NM_001017493",79,49,43,81,136,93,150,91,67
"NM_001025668",135,99,126,148,92,93,60,160,170
"NM_013114",89,66,58,122,156,207,159,72,60
"NM_019177",33,115,20,49,183,86,116,37,56
"NM_001017494",182,238,218,265,194,186,244,187,240
"NM_001030024",3127,3326,2439,7315,1209,1871,1437,2894,2973
"NM_001014131",60,20,83,64,92,54,69,60,47
"NM_001105965",4108,2673,1825,5930,4569,5680,5364,3879,4051
"NM_134361",6,13,8,5,24,34,55,5,12
"NM_001107193",15,10,14,33,22,15,18,12,18
"NM_001109667",411,482,349,418,390,339,338,458,576
"NM_001034011",4650,1664,2014,2669,1968,1635,1963,3687,3992
"NM_001322942",0,0,0,0,0,0,0,0,0
"NM_001077643",56,53,68,84,22,13,15,6,7
"NM_001108349",339,174,170,205,606,493,741,248,271
"NM_001007728",290,148,105,125,228,176,178,124,221
"NM_001105966",8787,2922,3490,5543,3185,2814,2848,6125,4908
"NM_001191829",31,13,40,27,40,74,102,32,36
"NM_001191929",2,0,8,4,4,2,0,2,0
"NM_001108857",0,0,2,0,2,2,2,0,0
"NM_001107194",911,1043,686,994,917,814,728,1021,870
"NM_001037980",259,311,264,292,206,184,200,260,265
"NM_001102408",33,71,40,36,94,67,83,41,103
"NM_022273",16663,10989,15174,20696,8457,10960,13724,14365,16546
"NM_001191594",1027,644,1115,1386,643,882,648,840,1060
"NM_001009631",2378,2253,3033,2580,1523,1453,1501,2309,2640
"NM_001077434",0,0,4,2,0,0,0,2,0
"NM_031765",701,798,1216,1321,278,398,309,673,542
"NM_001012028",22,18,10,42,193,166,248,20,26
"NM_017214",44,264,60,210,916,634,646,136,75
"NM_001109073",0,4,0,0,0,4,8,0,0
"NM_001177830",12,57,29,43,6,7,14,12,40
"NM_017235",106,539,299,293,39,72,110,91,225
"NM_031764",44,18,20,45,124,88,136,8,12
"NM_017293",297,331,323,277,191,250,307,245,461
"NM_001190459",122,81,34,93,148,119,101,125,96
"NM_001109074",5,2,2,9,6,4,10,4,2
"NM_022248",119,131,97,125,127,107,117,96,123
"NM_175756",2461,1927,1445,1689,1506,1440,1236,1894,2354
"NM_207603",120,145,80,120,1205,954,856,117,96
"NM_001100682",49,22,6,16,35,43,31,13,12
"NM_001109075",108,100,180,194,82,90,99,113,95
"NM_001135992",93,139,44,100,675,447,457,91,67
"NM_001126093",262,70,232,63,36,56,64,485,18
"NM_001083338",161,80,99,87,185,148,173,239,83
"NM_023959",69,145,47,113,288,259,78,91,44
"NM_001270840",0,0,0,0,0,0,0,0,0
"NM_001270839",0,0,0,0,0,0,0,0,0
"NM_001270838",0,0,0,0,0,0,0,0,0
"NM_001314068",0,0,0,0,0,0,0,0,0
"NM_022941",0,0,0,0,0,0,0,0,0
"NM_013112",5767,6776,5885,9568,3666,6085,7416,4866,6828
"NM_001131001",304,424,214,388,2123,1466,1574,248,298
"NM_017027",0,0,0,0,0,0,0,0,0
"NM_001011907",3544,3057,3976,3922,2444,2460,2339,2747,3332
"NM_001108350",31,35,38,50,12,28,51,47,31
"NM_001127638",262,188,178,216,206,183,208,193,177
"NM_001009539",440,398,346,367,434,350,320,439,531
"NM_001305647",7,11,7,14,1,11,7,9,8
"NM_001305646",0,0,0,0,0,0,0,0,0
"NM_001082580",5,15,12,13,15,9,8,12,4
"NM_182668",0,0,0,0,0,0,0,0,0
"NM_001105968",846,398,418,609,410,461,502,532,432
"NM_031800",475,638,443,564,489,502,513,466,573
"NM_001003709",1732,1250,1089,1553,1305,1386,1389,1598,1681
"NM_001109476",873,974,927,849,556,575,542,758,971
"NM_053796",2460,3216,1894,3095,2704,2690,3114,1831,2109
"NM_031777",653,695,539,736,756,606,687,554,584
"NM_001109077",114,213,76,191,912,610,667,86,124
"NM_001034946",0,0,0,0,0,0,0,0,0
"NM_022259",15,30,2,32,92,94,18,20,14
"NM_001191550",13,20,9,15,30,21,44,6,6
"NM_001191673",8,6,2,0,28,18,31,6,6
"NM_001109078",2,18,0,2,52,10,20,4,2
"NM_001191932",14,18,4,11,38,18,54,7,12
"NM_001192006",13,34,14,31,182,115,201,15,20
"NM_174864",1952,1458,1548,1829,2096,1873,2174,1876,1990
"NM_001105969",0,2,4,4,8,0,2,0,0
"NM_001105970",0,0,0,0,0,0,0,0,0
"NM_001134777",65,255,314,242,60,58,49,64,75
"NM_001159594",32,18,111,27,16,13,26,20,14
"NM_001107375",508,1184,2023,1046,429,389,496,664,709
"NM_001013231",509,363,293,480,865,588,856,374,257
"NM_001271030",0,0,0,0,0,0,0,0,0
"NM_053834",2,6,5,4,4,11,15,2,3
"NM_012505",4,2,6,6,18,6,8,4,6
"NM_022848",0,0,0,0,0,0,0,0,0
"NM_001014787",101,94,52,98,285,204,241,69,46
"NM_024144",1065,903,846,882,701,792,807,1156,1888
"NM_001107197",16,32,189,84,31,29,37,4,30
"NM_001024882",8,6,4,18,91,54,66,4,21
"NM_001105971",6,42,6,28,185,155,185,16,12
"NM_001013127",1239,1380,687,1239,4691,3336,3773,928,1341
"NM_001105973",37,65,27,46,619,418,413,41,35
"NM_001105972",0,2,2,2,0,2,0,2,0
"NM_001191830",177,116,149,175,85,98,89,122,106
"NM_017096",108773,103250,63507,102922,57437,66923,63391,95027,106913
"NM_017170",7488,5751,6404,6405,7989,8656,8971,6557,10035
"NM_001000499",0,0,0,0,0,0,0,0,0
"NM_001000078",0,0,0,0,0,0,0,0,0
"NM_001000533",0,0,0,0,0,0,0,0,0
"NM_001000079",0,0,0,0,0,0,0,0,0
"NM_001000080",0,0,0,0,0,0,0,0,0
"NM_012724",2,0,0,2,18,12,10,2,2
"NM_001047103",47,55,34,45,53,36,22,55,40
"NM_001012029",193,226,84,119,1118,695,672,140,133
"NM_001000081",3,4,2,6,21,23,20,2,4
"NM_001346366",4,4,0,2,5,8,10,0,0
"NM_001000913",6,2,4,3,15,27,48,10,2
"NM_001000082",6,2,2,0,0,7,0,4,2
"NM_001000083",0,0,0,2,1,0,2,0,0
"NM_001000995",0,0,0,0,0,0,0,0,0
"NM_001000912",0,0,0,0,0,0,0,0,0
"NM_001000084",0,0,0,0,0,0,2,0,0
"NM_001000085",0,0,0,0,4,2,2,0,0
"NM_001001109",2,8,4,9,22,21,26,2,4
"NM_001000500",0,0,0,0,2,0,0,0,0
"NM_001000501",0,0,0,0,3,0,0,0,0
"NM_001000911",0,0,0,0,0,0,0,0,0
"NM_001011908",0,0,4,0,66,22,128,0,2
"NM_001000910",0,0,0,0,0,0,0,0,0
"NM_001000086",0,0,0,0,0,0,0,0,0
"NM_001000087",0,0,0,0,0,0,0,0,0
"NM_001000909",0,0,0,0,0,0,0,0,0
"NM_017005",3083,3109,4381,4910,3216,3154,2571,2595,3873
"NM_021593",2324,937,1469,2288,1016,1721,1539,1408,2453
"NM_001109524",10,32,12,13,12,10,10,10,12
"NM_001191933",13,29,8,4,38,20,36,19,33
"NR_031794",0,0,0,0,0,0,0,0,0
"NM_022678",405,556,566,724,426,333,458,456,428
"NM_001105975",1723,1830,2028,2209,2006,1964,1934,1653,1648
"NM_001109549",0,0,4,0,1,2,2,0,0
"NM_001013873",563,687,467,511,589,595,574,589,576
"NM_001105976",535,837,875,798,573,552,564,534,820
"NM_057139",4777,8118,6362,5836,5945,5082,5682,5171,6839
"NM_001008293",1016,1209,1233,1109,643,688,676,1190,1203
"NM_001013985",2458,2525,2399,3202,1456,1560,1689,2042,2481
"NM_001271270",1534,1456,1515,1394,1279,1587,1614,1662,2081
"NM_001013185",16585,5840,6890,14022,3578,5708,5222,10189,10427
"NM_001105979",0,0,0,0,2,0,0,0,0
"NM_001134496",1024,531,479,736,811,779,860,687,1022
"NM_001012208",124,124,134,172,195,150,212,124,158
"NM_001109080",2,1,0,0,2,2,2,2,0
"NM_001007556",0,0,0,1,3,0,2,0,0
"NM_001109081",3341,3238,2324,2922,3042,2901,3090,3079,3926
"NM_001105981",357,306,309,274,344,333,316,356,408
"NM_001105980",226,308,238,232,259,208,201,211,281
"NM_001166578",0,0,0,0,3,0,1,0,0
"NM_134453",175,320,229,274,478,359,467,234,272
"NM_001012150",41,29,30,52,69,50,45,58,47
"NM_001126095",559,446,531,501,456,516,500,557,555
"NM_053323",1418,1564,1344,1159,1380,1281,1271,1528,1634
"NM_001107203",320,325,333,397,377,388,396,356,498
"NM_017116",1382,1623,1293,1413,1970,1704,1905,1078,1263
"NM_133309",0,0,0,2,2,0,0,2,0
"NM_001170428",0,0,0,0,0,0,0,0,0
"NM_001105982",22,6,0,14,28,18,18,8,0
"NM_001145828",14,107,26,39,355,293,179,8,14
"NM_001025669",943,810,891,927,1076,954,882,832,930
"NM_001105734",28,345,95,140,251,269,174,42,69
"NM_001077674",254,88,39,119,285,311,267,179,128
"NM_001100857",4283,3403,3746,6169,4114,4677,4372,3738,3684
"NM_134410",2491,1639,2029,2637,2241,2339,2050,2196,2698
"NR_032110",0,0,0,0,1,0,0,0,1
"NM_001040154",869,673,504,678,844,941,866,759,888
"NR_032143",1,9,2,4,1,2,1,0,2
"NR_031910",0,0,0,0,0,1,0,0,2
"NM_001024238",13818,13211,12422,14847,9008,10158,8166,20383,17974
"NM_171990",1413,676,795,845,565,567,618,1574,1731
"NM_001105985",1017,1016,1088,1352,900,888,793,702,1034
"NM_001105986",720,636,1145,844,306,444,370,712,664
"NM_001009702",272,606,416,295,254,265,312,321,446
"NM_001108858",20,10,10,14,27,10,6,24,24
"NM_001011909",84,132,89,138,79,101,93,96,114
"NM_001100827",60,20,12,62,378,286,387,60,50
"NM_001047927",0,8,6,6,2,3,5,2,0
"NM_001135119",843,691,1051,765,717,625,717,800,1009
"NM_001109082",5,2,2,0,74,35,52,1,0
"NM_001109084",0,0,0,0,0,0,0,0,0
"NM_001109083",11,15,12,29,79,47,65,16,11
"NM_021865",15,16,9,10,33,39,38,12,18
"NM_001107891",1555,2490,2218,2872,1345,1749,1602,1695,1703
"NM_001007679",28,14,16,17,41,29,38,34,30
"NM_001002851",230,358,407,294,208,185,156,213,142
"NM_001191675",289,266,204,292,397,319,450,315,324
"NM_001109376",4472,1493,1768,2684,3059,2791,3242,3093,3673
"NM_022853",1229,1308,1400,1255,1218,1337,1485,1187,1649
"NM_053691",10,8,8,36,170,120,227,18,16
"NM_001108351",4,10,0,15,12,6,8,2,8
"NM_001013986",337,516,525,335,275,244,288,400,442
"NM_001014132",31,39,11,37,88,78,91,28,30
"NM_001103357",131,151,169,157,79,85,107,97,118
"NM_001108859",4850,2724,1855,2680,2187,2573,1870,3944,4139
"NM_017080",29212,891,882,2126,6561,8836,6320,32314,24772
"NM_001009632",1261,1856,6301,2697,523,363,416,1351,2199
